State_Name,District_Name,Crop_Year,Season,Crop,Area,rainfall,Average Humidity,Mean Temp,Cost of Cultivation (`/Hectare) C2,Cost of Production (`/Quintal) C2,Yield (Quintal/ Hectare) ,cost of production per yield
Tamil Nadu,DHARMAPURI,2004,Kharif     ,Moong(Green Gram),1080,0,74,85,15371.45,581.69,11.98,6968.6462
Tamil Nadu,DHARMAPURI,2005,Kharif     ,Moong(Green Gram),279,0,45,87,17705.93,2172.46,39.83,86529.0818
Tamil Nadu,DHARMAPURI,2006,Whole Year ,Moong(Green Gram),357,0,42,80,15371.45,86.53,13.57,1174.2121
Tamil Nadu,DHARMAPURI,2007,Whole Year ,Moong(Green Gram),297,0,48,68,19259.84,1387.36,13.45,18659.992
Tamil Nadu,DHARMAPURI,2008,Whole Year ,Moong(Green Gram),538,0.01225841,47,63,89025.27,2003.76,9.83,19696.9608
Tamil Nadu,DHARMAPURI,2009,Whole Year ,Moong(Green Gram),552,0.00621426,58,58,15371.45,1595.56,32.42,51728.0552
Tamil Nadu,DHARMAPURI,2010,Kharif     ,Moong(Green Gram),694,0.02719149,65,58,33116.82,2539.47,12.69,32225.8743
Tamil Nadu,DHARMAPURI,2011,Whole Year ,Moong(Green Gram),1463,0.05435099,71,64,19259.84,1341.29,13.54,18161.0666
Tamil Nadu,DHARMAPURI,2012,Kharif     ,Moong(Green Gram),519,0.21139503,38,58,28144.5,2539.47,8.72,22144.1784
Tamil Nadu,DHARMAPURI,2013,Kharif     ,Moong(Green Gram),1801,0.21390753,68,72,89025.27,3207.35,13.45,43138.8575
Tamil Nadu,DHARMAPURI,2013,Rabi       ,Moong(Green Gram),103,0.23189624,36,81,45291.24,715.04,36.61,26177.6144
Tamil Nadu,DINDIGUL,1997,Whole Year ,Moong(Green Gram),5757,0,45,81,25909.05,5777.48,3.01,17390.2148
Tamil Nadu,DINDIGUL,1998,Kharif     ,Moong(Green Gram),6196,0,19,92,25909.05,1898.3,37.19,70597.777
Tamil Nadu,DINDIGUL,1999,Kharif     ,Moong(Green Gram),6737,0,70,86,91442.63,1341.29,67.41,90416.3589
Tamil Nadu,DINDIGUL,2000,Kharif     ,Moong(Green Gram),5990,0,74,86,13209.32,404.43,11.97,4841.0271
Tamil Nadu,DINDIGUL,2001,Kharif     ,Moong(Green Gram),2949,0.01430875,43,88,46450.2,683.58,23.59,16125.6522
Tamil Nadu,DINDIGUL,2002,Kharif     ,Moong(Green Gram),3554,0,91,78,7868.64,2554.91,10.93,27925.1663
Tamil Nadu,DINDIGUL,2003,Kharif     ,Moong(Green Gram),4126,0,38,70,15371.45,1251.12,56,70062.72
Tamil Nadu,DINDIGUL,2004,Kharif     ,Moong(Green Gram),3438,0.0841193,56,58,12610.85,1691.66,6.83,11554.0378
Tamil Nadu,DINDIGUL,2005,Kharif     ,Moong(Green Gram),3360,0.33147006,57,71,91442.63,119.72,757.92,90738.1824
Tamil Nadu,DINDIGUL,2006,Whole Year ,Moong(Green Gram),3095,0.09000015,21,75,89025.27,119.72,986.21,118069.0612
Tamil Nadu,DINDIGUL,2007,Whole Year ,Moong(Green Gram),3111,0,40,82,33046.12,2228.97,4.05,9027.3285
Tamil Nadu,DINDIGUL,2008,Whole Year ,Moong(Green Gram),2369,0,29,90,89025.27,3484.01,10.93,38080.2293
Tamil Nadu,DINDIGUL,2009,Whole Year ,Moong(Green Gram),2613,0,100,74,45291.24,1898.3,34.99,66421.517
Tamil Nadu,DINDIGUL,2010,Kharif     ,Moong(Green Gram),2951,0,74,85,15371.45,581.69,11.98,6968.6462
Tamil Nadu,DINDIGUL,2011,Whole Year ,Moong(Green Gram),2655,0,55,90,86765.77,2509.99,6.42,16114.1358
Tamil Nadu,DINDIGUL,2012,Kharif     ,Moong(Green Gram),2259,0,83,82,17705.93,840.58,42.95,36102.911
Tamil Nadu,DINDIGUL,2013,Kharif     ,Moong(Green Gram),293,0,36,82,9165.59,1610.4,56,90182.4
Tamil Nadu,DINDIGUL,2013,Rabi       ,Moong(Green Gram),2224,0,39,77,27507.54,3670.54,34.99,128432.1946
Tamil Nadu,ERODE,1997,Whole Year ,Moong(Green Gram),4513,0.01282597,34,60,17705.93,810.25,448.89,363713.1225
Tamil Nadu,ERODE,1998,Kharif     ,Moong(Green Gram),9993,0.0440461,49,56,19259.84,581.69,4.71,2739.7599
Tamil Nadu,ERODE,1999,Kharif     ,Moong(Green Gram),8165,0.26717011,54,60,7868.64,5777.48,1.32,7626.2736
Tamil Nadu,ERODE,2000,Kharif     ,Moong(Green Gram),8503,0.31073026,50,76,19259.84,1551.94,6.83,10599.7502
Tamil Nadu,ERODE,2001,Kharif     ,Moong(Green Gram),4328,0.1372778,28,84,27507.54,1595.56,13.54,21603.8824
Tamil Nadu,ERODE,2002,Kharif     ,Moong(Green Gram),4460,0.0545119,17,77,33046.12,2539.47,6.42,16303.3974
Tamil Nadu,ERODE,2003,Kharif     ,Moong(Green Gram),5379,0,26,90,31902.74,1918.92,4.71,9038.1132
Tamil Nadu,ERODE,2004,Kharif     ,Moong(Green Gram),5644,0,58,86,86765.77,669.86,6.7,4488.062
Tamil Nadu,ERODE,2005,Kharif     ,Moong(Green Gram),4535,0.00237129,72,80,13209.32,2358,8.05,18981.9
Tamil Nadu,ERODE,2006,Whole Year ,Moong(Green Gram),3969,0,36,72,28144.5,2358,10.93,25772.94
Tamil Nadu,ERODE,2007,Whole Year ,Moong(Green Gram),2568,0.01243261,47,62,86765.77,3670.54,39.83,146197.6082
Tamil Nadu,ERODE,2008,Whole Year ,Moong(Green Gram),1038,0.05019087,54,54,13209.32,1341.29,36.61,49104.6269
Tamil Nadu,ERODE,2009,Whole Year ,Moong(Green Gram),695,0.08925248,72,53,19810.29,658.77,23.56,15520.6212
Tamil Nadu,ERODE,2010,Kharif     ,Moong(Green Gram),636,0.27772908,61,68,86765.77,86.53,986.21,85336.7513
Tamil Nadu,ERODE,2011,Whole Year ,Moong(Green Gram),521,0.20867334,58,68,31902.74,658.77,31.1,20487.747
Tamil Nadu,ERODE,2012,Kharif     ,Moong(Green Gram),340,0.10768843,28,84,45239.51,1610.4,13.57,21853.128
Tamil Nadu,ERODE,2013,Kharif     ,Moong(Green Gram),262,0.01387918,14,72,28144.5,3670.54,7.47,27418.9338
Tamil Nadu,ERODE,2013,Rabi       ,Moong(Green Gram),99,0.05862999,19,90,91442.63,3484.01,8.05,28046.2805
Tamil Nadu,KANCHIPURAM,1997,Whole Year ,Moong(Green Gram),527,0,23,93,15371.45,683.58,39.83,27226.9914
Tamil Nadu,KANCHIPURAM,1998,Kharif     ,Moong(Green Gram),3447,0,42,86,85801.95,1559.04,10.29,16042.5216
Tamil Nadu,KANCHIPURAM,1999,Kharif     ,Moong(Green Gram),3226,0,59,88,85801.95,1595.56,56,89351.36
Tamil Nadu,KANCHIPURAM,2000,Kharif     ,Moong(Green Gram),3484,0,61,84,86765.77,1691.66,24.39,41259.5874
Tamil Nadu,KANCHIPURAM,2001,Kharif     ,Moong(Green Gram),351,0,60,82,27507.54,715.04,1.32,943.8528
Tamil Nadu,KANCHIPURAM,2002,Kharif     ,Moong(Green Gram),309,0.08125601,58,83,13209.32,107.56,19.94,2144.7464
Tamil Nadu,KANCHIPURAM,2003,Kharif     ,Moong(Green Gram),1206,0,40,82,29876.36,1595.56,67.41,107556.6996
Tamil Nadu,KANCHIPURAM,2004,Kharif     ,Moong(Green Gram),668,0,44,70,9165.59,1341.29,32.42,43484.6218
Tamil Nadu,KANCHIPURAM,2005,Kharif     ,Moong(Green Gram),562,0.03775054,61,57,13209.32,2277.68,17.83,40611.0344
Tamil Nadu,KANCHIPURAM,2006,Whole Year ,Moong(Green Gram),146,0.03297588,50,70,22560.3,810.25,19.94,16156.385
Tamil Nadu,KANCHIPURAM,2007,Whole Year ,Moong(Green Gram),108,0.08925248,72,53,19810.29,658.77,23.56,15520.6212
Tamil Nadu,KANCHIPURAM,2008,Whole Year ,Moong(Green Gram),28,0.20236105,58,68,22489.75,810.25,23.59,19113.7975
Tamil Nadu,KANCHIPURAM,2009,Whole Year ,Moong(Green Gram),60,0.24275834,52,75,85801.95,1918.92,11.98,22988.6616
Tamil Nadu,KANCHIPURAM,2010,Kharif     ,Moong(Green Gram),554,0.23189624,36,81,45291.24,715.04,36.61,26177.6144
Tamil Nadu,KANCHIPURAM,2011,Whole Year ,Moong(Green Gram),300,0.06093378,22,80,45291.24,2003.76,8.72,17472.7872
Tamil Nadu,KANCHIPURAM,2012,Kharif     ,Moong(Green Gram),314,0.18707732,38,86,31902.74,404.43,13.45,5439.5835
Tamil Nadu,KANCHIPURAM,2013,Kharif     ,Moong(Green Gram),259,0.0018103,23,94,17705.93,715.04,6.7,4790.768
Tamil Nadu,KANCHIPURAM,2013,Rabi       ,Moong(Green Gram),242,0,24,92,22489.75,86.53,19.94,1725.4082
Tamil Nadu,KANNIYAKUMARI,1998,Kharif     ,Moong(Green Gram),5,0.00233476,21,96,28144.5,840.58,31.1,26142.038
Tamil Nadu,KANNIYAKUMARI,2000,Kharif     ,Moong(Green Gram),23,0,100,74,45291.24,1898.3,34.99,66421.517
Tamil Nadu,KANNIYAKUMARI,2001,Kharif     ,Moong(Green Gram),7,0,62,86,91442.63,1551.94,17.83,27671.0902
Tamil Nadu,KANNIYAKUMARI,2002,Kharif     ,Moong(Green Gram),45,0,88,83,29876.36,2358,8.05,18981.9
Tamil Nadu,KANNIYAKUMARI,2003,Kharif     ,Moong(Green Gram),55,0.01929464,42,88,19259.84,1898.3,34.99,66421.517
Tamil Nadu,KANNIYAKUMARI,2005,Kharif     ,Moong(Green Gram),2,0,49,75,45239.51,2775.8,37.19,103232.002
Tamil Nadu,KANNIYAKUMARI,2006,Whole Year ,Moong(Green Gram),2,0,43,71,86765.77,2228.97,13.7,30536.889
Tamil Nadu,KANNIYAKUMARI,2007,Whole Year ,Moong(Green Gram),2,0.07068956,42,66,45291.24,107.56,11.61,1248.7716
Tamil Nadu,KANNIYAKUMARI,2008,Whole Year ,Moong(Green Gram),2,0.02202529,50,59,31902.74,2127.35,6.42,13657.587
Tamil Nadu,KANNIYAKUMARI,2009,Whole Year ,Moong(Green Gram),2,0.00797621,54,62,45239.51,2614.14,9.33,24389.9262
Tamil Nadu,KARUR,1997,Whole Year ,Moong(Green Gram),96,0.29396519,61,54,33046.12,731.25,39.04,28548
Tamil Nadu,KARUR,1998,Kharif     ,Moong(Green Gram),1840,0.3132829,36,58,13209.32,3670.54,9.59,35200.4786
Tamil Nadu,KARUR,1999,Kharif     ,Moong(Green Gram),1380,0.23189624,36,81,45291.24,715.04,36.61,26177.6144
Tamil Nadu,KARUR,2000,Kharif     ,Moong(Green Gram),2181,0.00642048,15,90,19259.84,2127.35,17.83,37930.6505
Tamil Nadu,KARUR,2001,Kharif     ,Moong(Green Gram),48,0,29,91,46450.2,732.62,5.9,4322.458
Tamil Nadu,KARUR,2002,Kharif     ,Moong(Green Gram),28,0,24,96,9165.59,810.25,744.01,602834.1025
Tamil Nadu,KARUR,2003,Kharif     ,Moong(Green Gram),94,0.02107807,68,85,7868.64,85.79,986.21,84606.9559
Tamil Nadu,KARUR,2004,Kharif     ,Moong(Green Gram),117,0.0896692,58,82,28144.5,810.25,986.21,799076.6525
Tamil Nadu,KARUR,2005,Kharif     ,Moong(Green Gram),320,0,74,82,46450.2,1387.36,9.33,12944.0688
Tamil Nadu,KARUR,2006,Whole Year ,Moong(Green Gram),23,0,37,74,35423.48,1691.66,12.69,21467.1654
Tamil Nadu,KARUR,2007,Whole Year ,Moong(Green Gram),120,0,44,70,9165.59,1341.29,32.42,43484.6218
Tamil Nadu,KARUR,2008,Whole Year ,Moong(Green Gram),49,0.06215368,59,56,25909.05,2554.91,6.83,17450.0353
Tamil Nadu,KARUR,2009,Whole Year ,Moong(Green Gram),75,0.08525869,46,69,17705.93,107.56,13.57,1459.5892
Tamil Nadu,KARUR,2010,Kharif     ,Moong(Green Gram),95,0,63,56,16873.17,1551.94,10.29,15969.4626
Tamil Nadu,KARUR,2011,Whole Year ,Moong(Green Gram),726,0.03544632,63,67,22560.3,1595.56,13.57,21651.7492
Tamil Nadu,KARUR,2012,Kharif     ,Moong(Green Gram),179,0.3132829,36,58,13209.32,3670.54,9.59,35200.4786
Tamil Nadu,KARUR,2013,Kharif     ,Moong(Green Gram),262,0.23821256,61,74,91442.63,2358,11.97,28225.26
Tamil Nadu,KARUR,2013,Rabi       ,Moong(Green Gram),175,0.27386408,43,79,33046.12,732.62,6.7,4908.554
Tamil Nadu,KRISHNAGIRI,2004,Kharif     ,Moong(Green Gram),614,0,21,94,22560.3,2179.26,12.69,27654.8094
Tamil Nadu,KRISHNAGIRI,2005,Kharif     ,Moong(Green Gram),683,0.00907195,91,77,29876.36,119.72,19.94,2387.2168
Tamil Nadu,KRISHNAGIRI,2006,Whole Year ,Moong(Green Gram),682,0.05615822,67,87,31902.74,1251.12,12.94,16189.4928
Tamil Nadu,KRISHNAGIRI,2007,Whole Year ,Moong(Green Gram),564,0,63,86,33046.12,581.69,11.98,6968.6462
Tamil Nadu,KRISHNAGIRI,2008,Whole Year ,Moong(Green Gram),580,0.01149473,45,72,86765.77,2539.47,9.83,24962.9901
Tamil Nadu,KRISHNAGIRI,2009,Whole Year ,Moong(Green Gram),669,0,40,70,7868.64,1595.56,39.04,62290.6624
Tamil Nadu,KRISHNAGIRI,2010,Kharif     ,Moong(Green Gram),790,0.01394837,45,61,22489.75,2509.99,7.47,18749.6253
Tamil Nadu,KRISHNAGIRI,2011,Whole Year ,Moong(Green Gram),1573,0.03867695,41,61,25909.05,1251.12,67.41,84337.9992
Tamil Nadu,KRISHNAGIRI,2012,Kharif     ,Moong(Green Gram),1806,0.01028368,58,57,44756.72,2509.99,17.83,44753.1217
Tamil Nadu,KRISHNAGIRI,2013,Kharif     ,Moong(Green Gram),1843,0.09419903,71,57,20671.54,581.69,31.1,18090.559
Tamil Nadu,KRISHNAGIRI,2013,Rabi       ,Moong(Green Gram),82,0.17685429,49,59,45291.24,669.86,67.41,45155.2626
Tamil Nadu,MADURAI,1997,Whole Year ,Moong(Green Gram),5158,0.24275834,52,75,85801.95,1918.92,11.98,22988.6616
Tamil Nadu,MADURAI,1998,Kharif     ,Moong(Green Gram),13040,0.1372778,28,84,27507.54,1595.56,13.54,21603.8824
Tamil Nadu,MADURAI,1999,Kharif     ,Moong(Green Gram),9406,0.06654542,34,84,22489.75,1918.92,11.97,22969.4724
Tamil Nadu,MADURAI,2000,Kharif     ,Moong(Green Gram),9501,0,24,96,9165.59,810.25,744.01,602834.1025
Tamil Nadu,MADURAI,2001,Kharif     ,Moong(Green Gram),5231,0,26,92,29876.36,3207.35,11.97,38391.9795
Tamil Nadu,MADURAI,2002,Kharif     ,Moong(Green Gram),4596,0,75,85,86765.77,1279.6,39.04,49955.584
Tamil Nadu,MADURAI,2003,Kharif     ,Moong(Green Gram),4644,0.08125601,58,83,13209.32,107.56,19.94,2144.7464
Tamil Nadu,MADURAI,2004,Kharif     ,Moong(Green Gram),3955,0,38,80,22560.3,2172.46,23.59,51248.3314
Tamil Nadu,MADURAI,2005,Kharif     ,Moong(Green Gram),3943,0,44,72,91442.63,2261.24,42.68,96509.7232
Tamil Nadu,MADURAI,2006,Whole Year ,Moong(Green Gram),4297,0.06215368,59,56,25909.05,2554.91,6.83,17450.0353
Tamil Nadu,MADURAI,2007,Whole Year ,Moong(Green Gram),4190,0.08525869,46,69,17705.93,107.56,13.57,1459.5892
Tamil Nadu,MADURAI,2008,Whole Year ,Moong(Green Gram),2939,0.11055694,65,53,21045.11,1387.36,13.7,19006.832
Tamil Nadu,MADURAI,2009,Whole Year ,Moong(Green Gram),3012,0.24893817,47,54,15371.45,2775.8,6.42,17820.636
Tamil Nadu,MADURAI,2010,Kharif     ,Moong(Green Gram),3355,0.22460861,64,66,35423.48,581.69,42.95,24983.5855
Tamil Nadu,MADURAI,2011,Whole Year ,Moong(Green Gram),2495,0.01387918,14,72,28144.5,3670.54,7.47,27418.9338
Tamil Nadu,MADURAI,2012,Kharif     ,Moong(Green Gram),1655,0.10557575,30,86,35423.48,3207.35,11.98,38424.053
Tamil Nadu,MADURAI,2013,Kharif     ,Moong(Green Gram),1843,0,22,86,22560.3,669.86,32.42,21716.8612
Tamil Nadu,MADURAI,2013,Rabi       ,Moong(Green Gram),485,0,24,96,9165.59,810.25,744.01,602834.1025
Tamil Nadu,NAGAPATTINAM,1997,Whole Year ,Moong(Green Gram),18272,0,22,99,25909.05,2614.14,23.56,61589.1384
Tamil Nadu,NAGAPATTINAM,1998,Kharif     ,Moong(Green Gram),9189,0.05501373,81,82,31902.74,86.53,11.61,1004.6133
Tamil Nadu,NAGAPATTINAM,1999,Kharif     ,Moong(Green Gram),19093,0,68,86,89025.27,2277.68,19.9,45325.832
Tamil Nadu,NAGAPATTINAM,2000,Kharif     ,Moong(Green Gram),19114,0.00322873,59,83,19083.55,732.62,4.05,2967.111
Tamil Nadu,NAGAPATTINAM,2001,Kharif     ,Moong(Green Gram),18497,0.12160108,55,82,15371.45,85.79,448.89,38510.2731
Tamil Nadu,NAGAPATTINAM,2002,Kharif     ,Moong(Green Gram),8582,0.00153143,38,90,22560.3,3670.54,37.19,136507.3826
Tamil Nadu,NAGAPATTINAM,2003,Kharif     ,Moong(Green Gram),14294,0,40,82,45291.24,810.25,986.21,799076.6525
Tamil Nadu,NAGAPATTINAM,2004,Kharif     ,Moong(Green Gram),21984,0,38,70,15371.45,1251.12,56,70062.72
Tamil Nadu,NAGAPATTINAM,2005,Kharif     ,Moong(Green Gram),22039,0.00350056,41,62,35423.48,2179.26,9.59,20899.1034
Tamil Nadu,NAGAPATTINAM,2006,Whole Year ,Moong(Green Gram),23714,0,51,54,29876.36,669.86,1.32,884.2152
Tamil Nadu,NAGAPATTINAM,2007,Whole Year ,Moong(Green Gram),30768,0,56,58,19551.9,1898.3,9.59,18204.697
Tamil Nadu,NAGAPATTINAM,2008,Whole Year ,Moong(Green Gram),34588,0.0776757,66,55,19857.7,404.43,42.95,17370.2685
Tamil Nadu,NAGAPATTINAM,2009,Whole Year ,Moong(Green Gram),29323,0.05435099,71,64,19259.84,1341.29,13.54,18161.0666
Tamil Nadu,NAGAPATTINAM,2010,Kharif     ,Moong(Green Gram),28761,0.16655553,27,64,35423.48,804.8,39.83,32055.184
Tamil Nadu,NAGAPATTINAM,2011,Whole Year ,Moong(Green Gram),31855,0.28809325,48,78,19083.55,2277.68,10.93,24895.0424
Tamil Nadu,NAGAPATTINAM,2012,Kharif     ,Moong(Green Gram),22901,0.22460861,64,66,35423.48,581.69,42.95,24983.5855
Tamil Nadu,NAGAPATTINAM,2013,Rabi       ,Moong(Green Gram),39811,0.08972662,34,75,22560.3,1279.6,56,71657.6
Tamil Nadu,NAMAKKAL,1997,Whole Year ,Moong(Green Gram),5671,0.05862999,19,90,91442.63,3484.01,8.05,28046.2805
Tamil Nadu,NAMAKKAL,1998,Kharif     ,Moong(Green Gram),7671,0,19,86,19083.55,789.9,39.04,30837.696
Tamil Nadu,NAMAKKAL,1999,Kharif     ,Moong(Green Gram),8262,0,26,92,29876.36,3207.35,11.97,38391.9795
Tamil Nadu,NAMAKKAL,2000,Kharif     ,Moong(Green Gram),10100,0,86,82,33046.12,2172.46,39.83,86529.0818
Tamil Nadu,NAMAKKAL,2001,Kharif     ,Moong(Green Gram),9549,0.00279849,60,83,17705.93,5777.48,13.7,79151.476
Tamil Nadu,NAMAKKAL,2002,Kharif     ,Moong(Green Gram),9565,0.08125601,58,83,13209.32,107.56,19.94,2144.7464
Tamil Nadu,NAMAKKAL,2003,Kharif     ,Moong(Green Gram),6900,0,39,77,27507.54,3670.54,34.99,128432.1946
Tamil Nadu,NAMAKKAL,2004,Kharif     ,Moong(Green Gram),8565,0.01394837,45,61,22489.75,2509.99,7.47,18749.6253
Tamil Nadu,NAMAKKAL,2005,Kharif     ,Moong(Green Gram),4268,0.02004627,54,54,7868.64,1279.6,6.7,8573.32
Tamil Nadu,NAMAKKAL,2006,Whole Year ,Moong(Green Gram),2192,0.16287162,52,55,25909.05,715.04,32.42,23181.5968
Tamil Nadu,NAMAKKAL,2007,Whole Year ,Moong(Green Gram),2098,0.28809325,48,78,19083.55,2277.68,10.93,24895.0424
Tamil Nadu,NAMAKKAL,2008,Whole Year ,Moong(Green Gram),1835,0.09558814,23,77,22489.75,107.56,757.92,81521.8752
Tamil Nadu,NAMAKKAL,2009,Whole Year ,Moong(Green Gram),2926,0,47,84,15371.45,2614.14,13.7,35813.718
Tamil Nadu,NAMAKKAL,2010,Kharif     ,Moong(Green Gram),6941,0,28,95,35423.48,119.72,448.89,53741.1108
Tamil Nadu,NAMAKKAL,2011,Whole Year ,Moong(Green Gram),4511,0,64,86,17705.93,2261.24,4.05,9158.022
Tamil Nadu,NAMAKKAL,2012,Kharif     ,Moong(Green Gram),7848,0.0216866,62,86,13209.32,810.25,757.92,614104.68
Tamil Nadu,NAMAKKAL,2013,Kharif     ,Moong(Green Gram),4664,0,62,86,91442.63,1551.94,17.83,27671.0902
Tamil Nadu,NAMAKKAL,2013,Rabi       ,Moong(Green Gram),1239,0,71,86,25909.05,1387.36,9.33,12944.0688
Tamil Nadu,PERAMBALUR,1997,Whole Year ,Moong(Green Gram),351,0,72,82,31902.74,2277.68,19.9,45325.832
Tamil Nadu,PERAMBALUR,1998,Kharif     ,Moong(Green Gram),908,0,57,82,91442.63,715.04,1.32,943.8528
Tamil Nadu,PERAMBALUR,1999,Kharif     ,Moong(Green Gram),875,0,37,74,35423.48,1691.66,12.69,21467.1654
Tamil Nadu,PERAMBALUR,2000,Kharif     ,Moong(Green Gram),1138,0,44,70,9165.59,1341.29,32.42,43484.6218
Tamil Nadu,PERAMBALUR,2001,Kharif     ,Moong(Green Gram),330,0.03893473,47,58,9165.59,1551.94,12.69,19694.1186
Tamil Nadu,PERAMBALUR,2002,Kharif     ,Moong(Green Gram),149,0,45,64,86765.77,2068.67,42.95,88849.3765
Tamil Nadu,PERAMBALUR,2003,Kharif     ,Moong(Green Gram),231,0.26717011,54,60,7868.64,5777.48,1.32,7626.2736
Tamil Nadu,PERAMBALUR,2004,Kharif     ,Moong(Green Gram),254,0.24019075,33,80,28144.5,2228.97,1.32,2942.2404
Tamil Nadu,PERAMBALUR,2005,Kharif     ,Moong(Green Gram),108,0.00642048,15,90,19259.84,2127.35,17.83,37930.6505
Tamil Nadu,PERAMBALUR,2006,Whole Year ,Moong(Green Gram),103,0,20,94,7868.64,804.8,1015.45,817234.16
Tamil Nadu,PERAMBALUR,2007,Whole Year ,Moong(Green Gram),59,0,22,99,25909.05,2614.14,23.56,61589.1384
Tamil Nadu,PERAMBALUR,2008,Whole Year ,Moong(Green Gram),15,0,96,78,19259.84,2539.47,7.47,18969.8409
Tamil Nadu,PERAMBALUR,2009,Whole Year ,Moong(Green Gram),22,0,58,86,86765.77,669.86,6.7,4488.062
Tamil Nadu,PERAMBALUR,2010,Kharif     ,Moong(Green Gram),22,0,45,87,17705.93,2172.46,39.83,86529.0818
Tamil Nadu,PERAMBALUR,2011,Whole Year ,Moong(Green Gram),20,0,57,82,91442.63,715.04,1.32,943.8528
Tamil Nadu,PERAMBALUR,2012,Kharif     ,Moong(Green Gram),19,0,38,80,46450.2,804.8,757.92,609974.016
Tamil Nadu,PERAMBALUR,2013,Kharif     ,Moong(Green Gram),5,0,37,72,29876.36,1882.68,17.83,33568.1844
Tamil Nadu,PERAMBALUR,2013,Rabi       ,Moong(Green Gram),1,0,49,70,22560.3,840.58,9.33,7842.6114
Tamil Nadu,PUDUKKOTTAI,1997,Whole Year ,Moong(Green Gram),110,0.00274983,47,56,29876.36,1691.66,8.72,14751.2752
Tamil Nadu,PUDUKKOTTAI,1998,Kharif     ,Moong(Green Gram),331,0,57,67,85801.95,2228.97,23.56,52514.5332
Tamil Nadu,PUDUKKOTTAI,1999,Kharif     ,Moong(Green Gram),344,0.02719149,65,58,33116.82,2539.47,12.69,32225.8743
Tamil Nadu,PUDUKKOTTAI,2000,Kharif     ,Moong(Green Gram),1024,0.29396519,61,54,33046.12,731.25,39.04,28548
Tamil Nadu,PUDUKKOTTAI,2001,Kharif     ,Moong(Green Gram),37,0.18104788,42,63,25909.05,2003.76,12.69,25427.7144
Tamil Nadu,PUDUKKOTTAI,2002,Kharif     ,Moong(Green Gram),113,0.22267875,62,68,22489.75,404.43,9.33,3773.3319
Tamil Nadu,PUDUKKOTTAI,2003,Kharif     ,Moong(Green Gram),111,0.01812981,18,90,45239.51,2277.68,10.29,23437.3272
Tamil Nadu,PUDUKKOTTAI,2004,Kharif     ,Moong(Green Gram),220,0.02282416,27,98,27507.54,1691.66,17.83,30162.2978
Tamil Nadu,PUDUKKOTTAI,2005,Kharif     ,Moong(Green Gram),79,0,75,85,86765.77,1279.6,39.04,49955.584
Tamil Nadu,PUDUKKOTTAI,2006,Whole Year ,Moong(Green Gram),103,0,75,86,28144.5,658.77,13.45,8860.4565
Tamil Nadu,PUDUKKOTTAI,2007,Whole Year ,Moong(Green Gram),127,0.01430875,43,88,46450.2,683.58,23.59,16125.6522
Tamil Nadu,PUDUKKOTTAI,2008,Whole Year ,Moong(Green Gram),102,0,83,82,17705.93,840.58,42.95,36102.911
Tamil Nadu,PUDUKKOTTAI,2009,Whole Year ,Moong(Green Gram),128,0,37,78,17705.93,769.84,744.01,572768.6584
Tamil Nadu,PUDUKKOTTAI,2010,Kharif     ,Moong(Green Gram),116,0,41,72,9165.59,2277.68,19.05,43389.804
Tamil Nadu,PUDUKKOTTAI,2011,Whole Year ,Moong(Green Gram),34,0,38,70,15371.45,1251.12,56,70062.72
Tamil Nadu,PUDUKKOTTAI,2012,Kharif     ,Moong(Green Gram),24,0.01225841,47,63,89025.27,2003.76,9.83,19696.9608
Tamil Nadu,PUDUKKOTTAI,2013,Kharif     ,Moong(Green Gram),16,0.1153688,65,59,45291.24,1918.92,10.93,20973.7956
Tamil Nadu,RAMANATHAPURAM,1997,Whole Year ,Moong(Green Gram),124,0.02719149,65,58,33116.82,2539.47,12.69,32225.8743
Tamil Nadu,RAMANATHAPURAM,1998,Kharif     ,Moong(Green Gram),27,0.09419903,71,57,20671.54,581.69,31.1,18090.559
Tamil Nadu,RAMANATHAPURAM,1999,Kharif     ,Moong(Green Gram),77,0.26461286,72,68,45239.51,93.64,448.89,42034.0596
Tamil Nadu,RAMANATHAPURAM,2000,Kharif     ,Moong(Green Gram),111,0.31073026,50,76,19259.84,1551.94,6.83,10599.7502
Tamil Nadu,RAMANATHAPURAM,2001,Kharif     ,Moong(Green Gram),88,0.24019075,33,80,28144.5,2228.97,1.32,2942.2404
Tamil Nadu,RAMANATHAPURAM,2002,Kharif     ,Moong(Green Gram),84,0.12941,23,76,85801.95,86.53,448.89,38842.4517
Tamil Nadu,RAMANATHAPURAM,2003,Kharif     ,Moong(Green Gram),390,0,29,91,46450.2,732.62,5.9,4322.458
Tamil Nadu,RAMANATHAPURAM,2004,Kharif     ,Moong(Green Gram),161,0,27,94,22489.75,2554.91,8.05,20567.0255
Tamil Nadu,RAMANATHAPURAM,2005,Kharif     ,Moong(Green Gram),118,0,69,86,22489.75,1251.12,13.54,16940.1648
Tamil Nadu,RAMANATHAPURAM,2006,Whole Year ,Moong(Green Gram),383,0,77,83,33046.12,840.58,42.95,36102.911
Tamil Nadu,RAMANATHAPURAM,2007,Whole Year ,Moong(Green Gram),318,0.0896692,58,82,28144.5,810.25,986.21,799076.6525
Tamil Nadu,RAMANATHAPURAM,2008,Whole Year ,Moong(Green Gram),182,0,63,86,33046.12,581.69,11.98,6968.6462
